reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
fd8c9a78-77f1-414b-93ff-20f64ed0e9dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak relavan,2,0,2.25.9.78,2025-04-07 03:06:31,,,2.25.9.78
8101a727-21e3-49e6-89f9-db14ab0082cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,knp whatsapp sy selalu di anggap spam ya..mohon dibantu donk,5,0,2.25.9.78,2025-04-07 00:53:06,,,2.25.9.78
7b779ca3-e76a-41e9-ad99-0f8db8f185ea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice Thanks,4,0,2.25.8.84,2025-04-06 21:36:08,,,2.25.8.84
bf608698-5be7-45e6-8484-85a17138e9e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muad siti,5,0,2.24.23.78,2025-04-06 17:52:03,,,2.24.23.78
54ecb959-090b-45fb-a491-103927c840f1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍🙏 🙏👍 👍🙏 🙏👍 👍🙏 🙏👍 👍🙏 🙏👍,5,0,2.25.9.78,2025-04-06 16:39:51,,,2.25.9.78
3a895892-871d-437c-8ffc-8f47d130d826,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mana ini?? padahal udah di update tapi msih nga muncul fitur musik di status ni wa knapasi?? udah lama nunggu update malah nga ada,1,1,2.25.8.84,2025-04-06 16:22:18,,,2.25.8.84
f374af39-531c-4250-8fa3-e7b2f14001f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya Mantap Sekali 😍,5,1,2.25.9.78,2025-04-06 12:33:48,,,2.25.9.78
2c7e62fa-9f8f-4689-b360-13507f09708d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku,5,0,,2025-04-06 12:28:05,,,
e0cd6acb-4bf6-4bd5-b9a3-1dc189d63284,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gacorr 🔥🔥🔥🔥,5,0,2.25.8.84,2025-04-06 12:14:11,,,2.25.8.84
2b23bf21-9b76-42f2-98ca-58a42c7ba8d0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagaimana cara masuk wa ini dgn no hp saya kok gak bisa2. Terima kasih Minta bantuannnya,5,0,2.25.9.78,2025-04-06 06:59:34,,,2.25.9.78
e36d8c3a-77eb-47b4-84a9-3c6b81e7ed0e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,4,0,2.24.25.77,2025-04-06 05:22:25,,,2.24.25.77
3ec7a0b6-66be-4bb8-87bf-45d92c94a0df,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget,5,0,2.25.9.78,2025-04-06 05:00:13,,,2.25.9.78
95907413-a2bf-453d-9e25-e95fa9e781fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke deh,5,1,2.25.7.80,2025-04-06 04:27:20,,,2.25.7.80
320f9ade-f830-473a-bc4a-6244c51656ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"y,ok,bgs👍",5,0,2.25.7.80,2025-04-06 02:39:57,,,2.25.7.80
f57ee5ad-ee91-4261-bc51-364423c94cae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong basmi aplikasi WhatsApp ilegal yang bisa melihat pesan atau postingan meskipun sudah kita hapus! itu annoying dan tidak beretika,1,1844,2.25.9.78,2025-04-05 21:48:59,,,2.25.9.78
597efdac-5a7d-45f3-8166-06dd486d977e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,selamat pagi om jangan di update Setiap hari Kunto minta tolong habis di dwonlod tdk usah Update 1 X Untuk selamanya terima kasih,5,0,2.21.12.21,2025-04-05 20:34:23,,,2.21.12.21
beab99fd-8740-4c88-92d7-f6153298d5af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hdeh bingung gua sama WhatsApp, kenapa ya padahal kita ga lakuin apa' tiba-tiba wak kena kenon permanen dan gbsa, makin bingung sama WhatsApp sekarang",2,0,,2025-04-05 20:08:48,,,
16d7db98-d605-452a-a54f-6ca85472da61,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nicee,5,0,2.25.5.74,2025-04-05 20:05:08,,,2.25.5.74
cd8231ea-95dd-45b1-a57b-dee07fe0ae57,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"setelah update jadi gak bisa muter video,kirim video juga gak bisa,,buat setatus aja jadi gak bisa,,,padahal sebelum di update masih bisa,,,heran di update bukan nya jadi bagus malah jadi gini hadeuuh",1,7,2.25.9.78,2025-04-05 20:01:05,,,2.25.9.78
74497861-80f3-4e8b-aeed-e08724f155d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sayangny sekrg mau kirim video format file tidak didukung knp ya,5,1,2.25.8.84,2025-04-05 19:56:25,,,2.25.8.84
85dc99e8-788d-408c-86be-a719a6c6fd31,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.25.8.84,2025-04-05 19:55:02,,,2.25.8.84
d60cf1ab-2375-42e4-a8a8-7195886e3efc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pls bikin kualitas video dan gambar lebih jernih jangan ngeblur soalnya saya ada kirim foto ketemen hasilnya jernih tapi pas saya kirim ketemen Saya jadi ngeblur yaampun pdhl saya udh pakai fitur HDnya tapi ga ngaruh,2,0,2.25.9.78,2025-04-05 19:47:42,,,2.25.9.78
c0483e6d-a649-4967-833a-07dd05bf48f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kitaa bisa berkomunikasi dengan teman dan orang lain dengan menggunakan whatsapp,5,0,2.25.8.84,2025-04-05 19:46:19,,,2.25.8.84
96cb57db-4cc8-4c12-becd-dbe1c0a81b4c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa GK bisa di pake?,1,0,2.25.9.78,2025-04-05 19:46:13,,,2.25.9.78
6b52c5d9-b739-496c-8be3-7a3276b3f75a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,2.25.8.84,2025-04-05 19:43:33,,,2.25.8.84
93e04d9c-acb0-4deb-a8a2-60cf8a5c4d07,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,2.25.8.84,2025-04-05 19:41:37,,,2.25.8.84
72611dd5-3b5a-4b62-9576-017005007d1b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baik,5,0,2.24.15.78,2025-04-05 19:35:56,,,2.24.15.78
06592ace-d7e4-4405-af40-97ba461a83bb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,membuat mudah komunikasi,5,0,2.25.8.84,2025-04-05 19:32:50,,,2.25.8.84
802598dc-9f61-470e-ba24-599a67c5064e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cobak,2,0,,2025-04-05 19:31:36,,,
f16b601a-6f89-4a7e-aacb-09dfeb2599a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,chat saya sudah di cadangkan tapi begitu dipindahkan tidak ada pencadangan di email tersebut jadi hilang semua chat nya satt kan aneh sialan,1,0,2.25.9.78,2025-04-05 19:31:20,,,2.25.9.78
486e7e96-1971-467f-af71-f1d40982d649,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini kenapa waktu saya mau buat status video muncul tulisan format file tidak didukung tolong berikan solusi,2,5,2.25.9.78,2025-04-05 19:28:22,,,2.25.9.78
b3e901b6-ae8b-4511-aa28-ef2995ffcaae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lagu"" nya kurang lengkap, tolong diperbanyak lagi",4,2,2.25.9.78,2025-04-05 19:27:32,,,2.25.9.78
2e8f5908-8708-4c80-bc8a-f053a51d3cbd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baik,3,0,,2025-04-05 19:19:34,,,
74c83c00-8105-4f9c-a3cf-424c46d9e3bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,knapa fiel saya tidak mendukung padahal kemaren nggak,1,5,2.25.9.78,2025-04-05 19:18:13,,,2.25.9.78
f45a6c20-931b-44e1-9cec-e118b329e8e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tidak bisa bikin story format file TDK d dukung,1,5,2.25.9.78,2025-04-05 19:15:52,,,2.25.9.78
d509acaa-38ab-445d-aa35-1f63350a619b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"""FORMAT FILE TIDAK DIDUKUNG"" ☕😂🚬 selow.. lo gue temenin..",1,3,2.25.9.78,2025-04-05 19:14:21,,,2.25.9.78
c2c2ac44-1e7f-4098-a60e-492c2de8b3e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.25.9.78,2025-04-05 19:11:54,,,2.25.9.78
b3c38da9-480d-4820-9e22-b856ce4f114c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagusss,5,0,2.24.25.77,2025-04-05 19:10:51,,,2.24.25.77
e6f62f38-e97e-4737-9f52-fc7558161904,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Selalu delay ada sistemnya, jaringan bagus kok post sesuatu lama?",1,0,,2025-04-05 19:09:43,,,
9fb9e8c5-0412-4db9-b8e7-2f2b42dec293,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong hilangin bag dong masa setiap bikin status video jadi hijau terus gak ada gambarnya...tolong dong pliis,1,0,,2025-04-05 18:56:09,,,
8c4a4f0d-406d-4199-bf8f-400ac2bb4258,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.25.9.78,2025-04-05 18:54:15,,,2.25.9.78
d04f711f-ce51-4534-8a77-8985a3278060,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa masih blm bisa update vidio dan status vidio ada masalah apa di WhatsApp,1,2,2.25.9.78,2025-04-05 18:54:14,,,2.25.9.78
56f9f93d-5839-4ede-bea3-dc2c709a0fde,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mohon di perbaikin lagi untuk tingkat keamanan WA nya,5,0,2.25.9.78,2025-04-05 18:53:33,,,2.25.9.78
62c371f7-b3e0-4e75-ac9f-978af71f72c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kambali,5,0,2.25.9.78,2025-04-05 18:51:54,,,2.25.9.78
